Week,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
Week 1,ff,uality Day,ff,Easy Run,ff,Cross-Train,Long Run/Quiz
Week 2,ff,Tempo,ff,3 Miles,ff,Cross-Train,4-5 Miles or 40-50 Min.
Week 3,ff,Tempo,ff,3-5 Miles,ff,Cross-Train,7-8 Miles or 70-80 Min.
Week 4,ff,Fartlek,ff,5-6 Miles,ff,Cross-Train,8-10 Miles or 100 Min.
Week 5,ff,Fartlek,ff,4-6 Miles,ff,Cross-Train,9-11 Miles or 110 Min.
Week 6,ff,Taper Intervals,ff,3 Miles,ff,ff,13.1-Mile Race
