Week,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
Week 1,ff,uality Day,ff,Easy Run,ff,ff,Long Run
Week 2,ff,Fartlek,Cross-Train,3 Miles,ff,ff,3-6 Miles
Week 3,ff,Intervals,Cross-Train,3 Miles,ff,ff,3-6 Miles
